id,type,room,start,end,language,zh,en,speakers,tags,co_write,qa,slide,record,uri,year
9F7ZN7,4me68t,TR616,2024-08-03 13:00:00,2024-08-03 14:30:00,Chinese,"{'title': 'Snomed CT 發展現況與基礎、對映實作教學', 'description': '本課程旨在介紹Snomed CT（Systematized Nomenclature of Medicine Clinical Terms）的發展現況及其基礎知識。學員將了解Snomed CT在臨床醫療中的應用、其標準化優勢及發展趨勢。課程將涵蓋對映實作教學，透過實際案例指導學員如何將醫療數據對映到Snomed CT標準，實現數據的準確和統一管理。'}","{'title': 'Snomed CT 發展現況與基礎、對映實作教學', 'description': '本課程旨在介紹Snomed CT（Systematized Nomenclature of Medicine Clinical Terms）的發展現況及其基礎知識。學員將了解Snomed CT在臨床醫療中的應用、其標準化優勢及發展趨勢。課程將涵蓋對映實作教學，透過實際案例指導學員如何將醫療數據對映到Snomed CT標準，實現數據的準確和統一管理。'}",['AUHCPC'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/rkg4dm_KC,,,,https://coscup.org/2024/session/9F7ZN7,2024
JHJ3PM,4me68t,TR616,2024-08-04 10:00:00,2024-08-04 10:30:00,Chinese,"{'title': 'Getting started with developing your first FHIR client with Python!', 'description': '在本議程中，主要以開發者與工程師的角度，分享如何以Python程式實作出符合FHIR標準的資料，並包含示範與實作產生出幾個關於符合在醫資聯測中的情境下符合FHIR標準的資料。'}","{'title': 'Getting started with developing your first FHIR client with Python!', 'description': 'In this session, you will learn how to develop a FHIR client and it can generate the FHIR JSON data for the MITW Connectathon. I also demonstrate several examples about generating different FHIR resources for the MITW Connectathon.'}",['Z8FQ8V'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/BJIBO7uYC,,,,https://coscup.org/2024/session/JHJ3PM,2024
Y87MVX,kq2w3t,TR210,2024-08-03 14:55:00,2024-08-03 15:25:00,Chinese,"{'title': '從自己變成熱門開源技術專家到讓別人也變成專家', 'description': '身為軟體工程師，或多或少都曾聽過各種偉大的開源專案，也曾經憧憬成為核心開發者之一\r\n\r\n這場分享講者將分享自身如何遊走多個知名 Apache 開源專案，並各以一年時間取得Apache頭銜的經驗。同時也分享創辦「源來適你」這個開源社群的心得，以及如何培育網友們陸續取得Apache 頭銜的心得。\r\n\r\n這場分享聽眾預期可獲得以下收穫：\r\n1. Apache 文化的介紹\r\n2. 擠身 Apache Committer 的好處\r\n3. 如何跨過參與開源社群的門檻\r\n4. 「源來適你」能提供哪些幫助給你'}","{'title': '從自己變成熱門開源技術專家到讓別人也變成專家', 'description': '身為軟體工程師，或多或少都曾聽過各種偉大的開源專案，也曾經憧憬成為核心開發者之一\r\n\r\n這場分享講者將分享自身如何遊走多個知名 Apache 開源專案，並各以一年時間取得Apache頭銜的經驗。同時也分享創辦「源來適你」這個開源社群的心得，以及如何培育網友們陸續取得Apache 頭銜的心得。\r\n\r\n這場分享聽眾預期可獲得以下收穫：\r\n1. Apache 文化的介紹\r\n2. 擠身 Apache Committer 的好處\r\n3. 如何跨過參與開源社群的門檻\r\n4. 「源來適你」能提供哪些幫助給你'}",['YA9Q7B'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/r1ybKzOKA,,,,https://coscup.org/2024/session/Y87MVX,2024
UVFGNR,mmgptz,TR211,2024-08-03 10:30:00,2024-08-03 11:00:00,Chinese,"{'title': '生成式 AI 於 Wikidata 中的寫作應用：從資料完整性到資料協作品質', 'description': '探討生成式 AI 在 Wikidata 中的多元寫作應用，包括自動生成更新建議、改善實體完整性，以及使用「檢索增強生成」 (RAG) 等方式來確保資料來源的可靠性。這些應用提升了條目內容的品質、可信度與資料協作品質。'}","{'title': 'Generative AI Applications in WikiData Writing: From Data Integrity to Collaborative Quality', 'description': 'This talk explores the diverse applications of generative AI in WikiData, including the automatic generation of update suggestions, improvement of entity integrity, and the use of ""Retrieval-Augmented Generation"" (RAG) to ensure the reliability of data sources. These applications enhance the quality, credibility, and collaborative quality of the entries.'}",['L3F7JN'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/S1hj4zuF0,,,,https://coscup.org/2024/session/UVFGNR,2024
XZSQEX,jkpcfy,TR412-1,2024-08-03 10:40:00,2024-08-03 11:10:00,Chinese,"{'title': '大模型最佳拍档——向量数据库', 'description': '1. 什么是向量数据库\r\n2. 向量数据库能给大模型落地带来什么帮助\r\n3. Milvus为满足各种应用场景需求而做的迭代'}","{'title': '大模型最佳拍档——向量数据库', 'description': '1. 什么是向量数据库\r\n2. 向量数据库能给大模型落地带来什么帮助\r\n3. Milvus为满足各种应用场景需求而做的迭代'}",['S9SP7K'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/SyWpqXdKC,,,,https://coscup.org/2024/session/XZSQEX,2024
XU8KYK,l0gknt,TR213,2024-08-04 12:10:00,2024-08-04 12:40:00,Chinese,"{'title': 'WebAssembly 在零知识证明中的应用', 'description': 'WebAssembly 模块的编译与运行，零知识证明应用测试\r\n\r\n[Download Slide](https://drive.google.com/file/d/1tMkMGLPgMP8Ga_Iyiu_RyO__1FMjT5Vq/view?usp=sharing)'}","{'title': 'WebAssembly 在零知识证明中的应用', 'description': 'WebAssembly 模块的编译与运行，零知识证明应用测试\r\n\r\n[Download Slide](https://drive.google.com/file/d/1tMkMGLPgMP8Ga_Iyiu_RyO__1FMjT5Vq/view?usp=sharing)'}",['MR8TBC'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/rJ1WVzuFA,,,,https://coscup.org/2024/session/XU8KYK,2024
WTYK3C,02bf7j,TR413-1,2024-08-03 11:20:00,2024-08-03 11:50:00,Chinese,"{'title': '當各國都發布資料策略，台灣該怎麼做？', 'description': '如今的數位社會，沒人會懷疑資料的重要性。但如何發揮資料的潛在價值，讓整體社會受益，卻讓很多政府傷透腦筋。\r\n\r\n因此近年來許多技術先進國家（如美國、歐盟、英國、日本）等國的政府，陸續發布國家級的資料策略（national data strategy），試圖提升整個國家的資料成熟度。\r\n\r\n在過去的一段時間，我們也仔細比較了這些國家的做法。這個場次我們會分享過去一年多的研究觀察，同時也會反思台灣是否需要自己的資料策略，它又應該是什麼樣貌。'}","{'title': '當各國都發布資料策略，台灣該怎麼做？', 'description': '如今的數位社會，沒人會懷疑資料的重要性。但如何發揮資料的潛在價值，讓整體社會受益，卻讓很多政府傷透腦筋。\r\n\r\n因此近年來許多技術先進國家（如美國、歐盟、英國、日本）等國的政府，陸續發布國家級的資料策略（national data strategy），試圖提升整個國家的資料成熟度。\r\n\r\n在過去的一段時間，我們也仔細比較了這些國家的做法。這個場次我們會分享過去一年多的研究觀察，同時也會反思台灣是否需要自己的資料策略，它又應該是什麼樣貌。'}",['NGAQ8N'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/Byez6M_YR,,,,https://coscup.org/2024/session/WTYK3C,2024
CUUSPZ,mmgptz,TR211,2024-08-03 13:30:00,2024-08-03 14:00:00,Chinese,"{'title': 'iahway： 我在這裡，你們在哪裡?', 'description': '俗稱冰棒的定位 app Zenly 去年已下架。 我用50列左右的 php 程式把 gpslogger、 apache2、 umap 黏起來變成一部拼裝車，讓一群 (持 android 手機的) 朋友們可以知道彼此的位置。 建議聽眾事先安裝 f-droid 及 gpslogger， 以便當場測試。 如果想建立自己的地圖，請先用 osm 的帳號登入 umap 網站。 詳見： https://newtoypia.blogspot.com/2024/06/iahway.html'}","{'title': 'iahway: I am here. Where are you?', 'description': 'Location sharing app Zenly is no longer available. I use ~ 50 lines of php code to paste together gpslogger, apache2, and umap and create a free software approximate for sharing your location with friends.'}",['8R8RAD'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/BJEZrfuFR,,,,https://coscup.org/2024/session/CUUSPZ,2024
XVGEQG,0mhki6,TR514,2024-08-04 14:40:00,2024-08-04 15:10:00,English,"{'title': 'Enhancing Comic Search with Vector Index.', 'description': ""Searching through a vast collection of comics can be challenging. We often rely on matching titles, words, descriptions, publication years, character names, and publishers. But what about categorizing comics by genre or other intriguing criteria? In this session, we’ll explore Vector Index, a powerful index now use with relational databases and graph databases. We'll cover the basics of indexes, demystify Vector Index, and showcase its potential for more effective searches.\r\n\r\n[Download Slide](https://drive.google.com/file/d/17bytz-j_magChiCyuCVGZHEp3qiYxd-E/view?usp=sharing)""}","{'title': 'Enhancing Comic Search with Vector Index.', 'description': ""Searching through a vast collection of comics can be challenging. We often rely on matching titles, words, descriptions, publication years, character names, and publishers. But what about categorizing comics by genre or other intriguing criteria? In this session, we’ll explore Vector Index, a powerful index now use with relational databases and graph databases. We'll cover the basics of indexes, demystify Vector Index, and showcase its potential for more effective searches.\r\n\r\n[Download Slide](https://drive.google.com/file/d/17bytz-j_magChiCyuCVGZHEp3qiYxd-E/view?usp=sharing)""}",['FCHQXC'],"['en', 'Elementary']",https://hackmd.io/@coscup/rJW6wm_KA,,,,https://coscup.org/2024/session/XVGEQG,2024
HDWC87,7k9swr,TR409-2,2024-08-03 13:45:00,2024-08-03 14:15:00,English,"{'title': 'Introducing PostgreSQL as a Vector Database', 'description': ""A vector database is a database system based on vectors, which focuses on storing and querying high-dimensional data, especially vector-type data.\r\n           In this session, we'll introduce how to utilize PostgreSQL extensions to achieve the functionality of a vector database.""}","{'title': 'Introducing PostgreSQL as a Vector Database', 'description': ""A vector database is a database system based on vectors, which focuses on storing and querying high-dimensional data, especially vector-type data.\r\n           In this session, we'll introduce how to utilize PostgreSQL extensions to achieve the functionality of a vector database.""}",['RGABBG'],"['en', 'Middle']",https://hackmd.io/@coscup/r1zhLzuKA,,,,https://coscup.org/2024/session/HDWC87,2024
XZ98GN,7k9swr,TR409-2,2024-08-04 12:15:00,2024-08-04 12:45:00,English,"{'title': 'YDB: extending a Distributed SQL DBMS with PostgreSQL compatibility', 'description': 'PostgreSQL is an implementation of SQL standard with one of the most vibrant ecosystems around it. To leverage all the tools and libraries that already know how to work with PostgreSQL, emerging database management systems that bring something new to the market need to learn how to mimic PostgreSQL. This talk explores possible approaches to this and related trade-offs, as well as reasoning why YDB chose a unique approach to bring serializable consistency and seamless scalability to the PostgreSQL ecosystem.'}","{'title': 'YDB: extending a Distributed SQL DBMS with PostgreSQL compatibility', 'description': 'PostgreSQL is an implementation of SQL standard with one of the most vibrant ecosystems around it. To leverage all the tools and libraries that already know how to work with PostgreSQL, emerging database management systems that bring something new to the market need to learn how to mimic PostgreSQL. This talk explores possible approaches to this and related trade-offs, as well as reasoning why YDB chose a unique approach to bring serializable consistency and seamless scalability to the PostgreSQL ecosystem.'}",['DANWSB'],"['en', 'Middle']",https://hackmd.io/@coscup/BylQvf_Y0,,,,https://coscup.org/2024/session/XZ98GN,2024
LFMSQG,kq2w3t,TR210,2024-08-03 14:20:00,2024-08-03 14:50:00,Chinese,"{'title': '陌生建立一個多人協作的 Library Project [Bam UI]', 'description': '我開啟一個 Frontend UI Library 的開源專案，在網路徵求有興趣的人參與，過程發生了什麼事情？'}","{'title': '陌生建立一個多人協作的 Library Project [Bam UI]', 'description': '我開啟一個 Frontend UI Library 的開源專案，在網路徵求有興趣的人參與，過程發生了什麼事情？'}",['VCEDEL'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/SJFkKzuYA,,,,https://coscup.org/2024/session/LFMSQG,2024
GAX3A7,4me68t,TR616,2024-08-04 12:20:00,2024-08-04 13:20:00,Chinese,"{'title': 'BlueLight:臺灣開源Web醫學影像瀏覽器', 'description': 'Blue Light is a browser-based medical image viewer is primarily maintained by the Imaging Informatics Labs. It is a pure single-page application (SPA), lightweight, and using only JavaScript and HTML5 technologies so as to deploy it on any HTTP server easily (just put it in HTTP server). It supports not only opening local data, but also connecting to medical image archives which support DICOMweb. It can display the various image markups and annotations such as Annotation and Image Markup (AIM), DICOM-RT structure set (RTSS), DICOM Overlay, and DICOM Presentation State. It provides tools for medical image interpretation and 3D image reconstruction, e.g., Multiplanar Rreformation or Reconstruction (MPR) and Volume Rendering (VR).\r\ngithub: https://github.com/cylab-tw/bluelight'}","{'title': 'BlueLight:臺灣開源Web醫學影像瀏覽器', 'description': 'Blue Light is a browser-based medical image viewer is primarily maintained by the Imaging Informatics Labs. It is a pure single-page application (SPA), lightweight, and using only JavaScript and HTML5 technologies so as to deploy it on any HTTP server easily (just put it in HTTP server). It supports not only opening local data, but also connecting to medical image archives which support DICOMweb. It can display the various image markups and annotations such as Annotation and Image Markup (AIM), DICOM-RT structure set (RTSS), DICOM Overlay, and DICOM Presentation State. It provides tools for medical image interpretation and 3D image reconstruction, e.g., Multiplanar Rreformation or Reconstruction (MPR) and Volume Rendering (VR).\r\ngithub: https://github.com/cylab-tw/bluelight'}",['JQGHUR'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/r1qKOQuYR,,,,https://coscup.org/2024/session/GAX3A7,2024
D9LANH,02bf7j,TR413-1,2024-08-03 10:40:00,2024-08-03 11:10:00,English,"{'title': 'The Possibilities of Funding Open Source Communities', 'description': 'Retroactive funding experiments and the endowment fund initiatives'}","{'title': 'The Possibilities of Funding Open Source Communities', 'description': 'Retroactive funding experiments and the endowment fund initiatives'}",['UNKS7C'],"['en', 'Elementary']",https://hackmd.io/@coscup/S19g6GdFC,,,,https://coscup.org/2024/session/D9LANH,2024
8N7NKQ,kq2w3t,TR210,2024-08-03 13:45:00,2024-08-03 14:15:00,Chinese,"{'title': '一起來開發一個 notion 吧，多人即時共編筆記分享', 'description': '如何開發一個共編筆記的開發技術，淺談 CRDT、OT 的概念，分享當前生態系與資源\r\n著重在多人即時共編時如何做到不衝突資料變更\r\n最終開發一個可以部署的超簡單版本 notion 筆記'}","{'title': '一起來開發一個 notion 吧，多人即時共編筆記分享', 'description': '如何開發一個共編筆記的開發技術，淺談 CRDT、OT 的概念，分享當前生態系與資源\r\n著重在多人即時共編時如何做到不衝突資料變更\r\n最終開發一個可以部署的超簡單版本 notion 筆記'}",['Z9GJRC'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/BJ7CufdK0,,,,https://coscup.org/2024/session/8N7NKQ,2024
BVUAUF,uheyar,RB102,2024-08-03 13:50:00,2024-08-03 14:20:00,Chinese,"{'title': '透過Gemma實踐FT-RAG', 'description': '本主題主要介紹Google Gemma的模型，同時分享如何在Gemma微調之後，也一併使用微調後的模型進行RAG。同時比較在沒有微調與微調後的RAG差異。'}","{'title': 'Retrieval of thought in Gemma through augmented Fine Tuning', 'description': 'This topic introduces Google Gemma and also shares how to use the fine-tuned model for RAG. Additionally, it compares the differences between RAG before and after fine-tuning.'}",['NXAHXY'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/SyKPizdtR,,,,https://coscup.org/2024/session/BVUAUF,2024
CMFSRJ,7k9swr,TR409-2,2024-08-03 12:15:00,2024-08-03 12:45:00,Chinese,"{'title': '海克力斯：PostgreSQL 生態共榮圈', 'description': '介紹 PostgreSQL 的生態：\r\nPL/Python, PL/Rust, Function, Trigger, TimescaleDB, pg_cron, PostgREST 打造海克力斯專案'}","{'title': '海克力斯：PostgreSQL 生態共榮圈', 'description': '介紹 PostgreSQL 的生態：\r\nPL/Python, PL/Rust, Function, Trigger, TimescaleDB, pg_cron, PostgREST 打造海克力斯專案'}","['CWZLAS', 'LPWBDH', 'CB9ATC']","['zh-tw', 'Middle']",https://hackmd.io/@coscup/BkDFUfuFR,,,,https://coscup.org/2024/session/CMFSRJ,2024
RGLZHX,mq7dnh,TR513,2024-08-04 13:40:00,2024-08-04 14:10:00,Chinese,"{'title': '當雲原生碰上通訊系統', 'description': '藉由 Open Source Projects 的案例學習如何將通訊網路系統（5G）建構於雲端平台（公有雲或自架的 Kubernetes Cluster）之上，並且探討一些系統議題：\r\n* Networking\r\n* High-Availability & Scalability\r\n* Observability\r\n* Case Study'}","{'title': 'when cloud-native meets telecommunication technologies', 'description': '藉由 Open Source Projects 的案例學習如何將通訊網路系統（5G）建構於雲端平台（公有雲或自架的 Kubernetes Cluster）之上，並且探討一些系統議題：\r\n* Networking\r\n* High-Availability & Scalability\r\n* Observability\r\n* Case Study'}",['QNNRF9'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/S1kpgMOFA,,,,https://coscup.org/2024/session/RGLZHX,2024
CNMMFX,yo06v5,TR410,2024-08-04 11:30:00,2024-08-04 12:00:00,Chinese,"{'title': 'RISC-V for Beginners: A Journey Through Concepts and Creations', 'description': 'RISC-V作為一個開放標準指令集架構，正在迅速獲得業界的關注和採用。在這場議程中，我們將深入探討RISC-V的核心語法，議程最後將展示我自己開發的幾個相關專案，希望能為大家提供一些實際的應用案例和靈感。'}","{'title': 'RISC-V for Beginners: A Journey Through Concepts and Creations', 'description': 'RISC-V, as an open standard instruction set architecture, is rapidly gaining attention and adoption in the industry. In this presentation, the speaker will delve into the core syntax of RISC-V. At the end of the talk, the speaker will showcase several related projects that have been developed by the speaker, aiming to provide practical application examples and inspiration for everyone.'}",['EDMNJU'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/H18jZXdtC,,,,https://coscup.org/2024/session/CNMMFX,2024
WB8WST,jkpcfy,TR412-2,2024-08-04 14:20:00,2024-08-04 14:50:00,Chinese,"{'title': '如何成功举办一场社区驱动的大会-COSCon介绍和经验分享', 'description': '1. 介绍 COSCon\r\n2. COSCon 举办经验分享'}","{'title': '如何成功举办一场社区驱动的大会-COSCon介绍和经验分享', 'description': '1. 介绍 COSCon\r\n2. COSCon 举办经验分享'}",['LNGGBQ'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/SJgoimdKC,,,,https://coscup.org/2024/session/WB8WST,2024
DZSGUL,o3xpox,TR411,2024-08-04 11:10:00,2024-08-04 11:40:00,English,"{'title': 'Ubuntu Touch: freedom of choices in mobile OS space', 'description': 'Currently, the mobile operating system is occupied by Apple-Google duopoly, with their iOS and Android (respectively) occupying over 99% of the worldwide mobile OS market share [1]. However, it doesn’t have to be that way.\r\n\r\nThis talk will talk about Ubuntu Touch (https://ubuntu-touch.io), an alternative operating system for smartphones. It’s not yet another Android fork; rather, Ubuntu Touch is based on Ubuntu Linux and strives to give a truly different choice to freedom- and privacy-conscious users.\r\n\r\nThis talk will give you the overview of what Ubuntu Touch is, the history of it, and how it’s built, as well as the landscape of Linux-based mobile operating systems in general.\r\n\r\n[1] as of February2024. Information comes from Statcounter.'}","{'title': 'Ubuntu Touch: freedom of choices in mobile OS space', 'description': 'Currently, the mobile operating system is occupied by Apple-Google duopoly, with their iOS and Android (respectively) occupying over 99% of the worldwide mobile OS market share [1]. However, it doesn’t have to be that way.\r\n\r\nThis talk will talk about Ubuntu Touch (https://ubuntu-touch.io), an alternative operating system for smartphones. It’s not yet another Android fork; rather, Ubuntu Touch is based on Ubuntu Linux and strives to give a truly different choice to freedom- and privacy-conscious users.\r\n\r\nThis talk will give you the overview of what Ubuntu Touch is, the history of it, and how it’s built, as well as the landscape of Linux-based mobile operating systems in general.\r\n\r\n[1] as of February2024. Information comes from Statcounter.'}",['7XPN3J'],"['en', 'Elementary']",https://hackmd.io/@coscup/SygS1G_YR,,,,https://coscup.org/2024/session/DZSGUL,2024
UAFUE7,jkpcfy,TR412-2,2024-08-04 13:00:00,2024-08-04 13:30:00,Chinese,"{'title': '《如何运作国内的第二家开源基金会？》', 'description': '2023年6月，我正式入职重庆天工开物开源基金会。作为国内的第二家开源基金会的操盘手，我有着极大的自由度，也有着极大的压力。可以做些什么，不能做些什么，都需要探索与试错。这次演讲，就是希望与开源社区的朋友，交流这方面的心得体会。\r\n\r\n[Download Slide](https://docs.google.com/presentation/d/1joCmGhGqo4T-nowhtkb1wc5F7ZazQ0D7/edit?usp=sharing&ouid=101045085793107001542&rtpof=true&sd=true)'}","{'title': '《如何运作国内的第二家开源基金会？》', 'description': '2023年6月，我正式入职重庆天工开物开源基金会。作为国内的第二家开源基金会的操盘手，我有着极大的自由度，也有着极大的压力。可以做些什么，不能做些什么，都需要探索与试错。这次演讲，就是希望与开源社区的朋友，交流这方面的心得体会。\r\n\r\n[Download Slide](https://docs.google.com/presentation/d/1joCmGhGqo4T-nowhtkb1wc5F7ZazQ0D7/edit?usp=sharing&ouid=101045085793107001542&rtpof=true&sd=true)'}",['9R3NGQ'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/ryaIi7OYA,,,,https://coscup.org/2024/session/UAFUE7,2024
MWHX7P,o3xpox,TR411,2024-08-03 14:55:00,2024-08-03 15:25:00,Chinese,"{'title': '全向量圖形處理系統： rect clipping 演算法和 fixed point 操作', 'description': '本專題旨在探討全向量圖形處理系統的開發，特別聚焦於 rect clipping 演算法和 fixed point 操作的優化與改進。透過精進 fixed point 操作，我們將致力於提高圖形處理的效率和準確性並且降低記憶體頻寬。'}","{'title': 'Full-Vector Graphics Processing System: Optimizing Rect Clipping Algorithms and Fixed-Point Operations for Linux Framebuffer', 'description': '本專題旨在探討全向量圖形處理系統的開發，特別聚焦於 rect clipping 演算法和 fixed point 操作的優化與改進。透過精進 fixed point 操作，我們將致力於提高圖形處理的效率和準確性並且降低記憶體頻寬。'}",['BMZM3L'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/Bkt11fuKC,,,,https://coscup.org/2024/session/MWHX7P,2024
73MANP,e431ic,RB105,2024-08-03 16:10:00,2024-08-03 16:55:00,English,"{'title': '[Prime Session] The Next Revolution in Open Source Operating Systems and Systems Software', 'description': 'While current operating systems continue to act as if they are running on the mini and micro-computers of the 1970s and 1980s, hardware has advanced and diversified. Massive numbers of cores, complex caches, and a large number of specialized offload engines have made current models of operating systems irrelevant in many areas, such as embedded, mobile, and high performance computing. New languages and tooling have made writing systems software more productive and less error prone, which has meant that more new ideas can be tried out in both research and development. In this talk I will show how these two trends come together and how they are responsible for the explosion of interest in new ideas in operating systems and systems software. We will cover several novel operating systems that the audience can try out, today, as well as systems that are still under development.\r\n\r\n搶先提問：https://app.sli.do/event/h5FYTswBhjqXj6xtFCWCSp'}","{'title': '[Prime Session] The Next Revolution in Open Source Operating Systems and Systems Software', 'description': 'While current operating systems continue to act as if they are running on the mini and micro-computers of the 1970s and 1980s, hardware has advanced and diversified. Massive numbers of cores, complex caches, and a large number of specialized offload engines have made current models of operating systems irrelevant in many areas, such as embedded, mobile, and high performance computing. New languages and tooling have made writing systems software more productive and less error prone, which has meant that more new ideas can be tried out in both research and development. In this talk I will show how these two trends come together and how they are responsible for the explosion of interest in new ideas in operating systems and systems software. We will cover several novel operating systems that the audience can try out, today, as well as systems that are still under development.\r\n\r\n搶先提問：https://app.sli.do/event/h5FYTswBhjqXj6xtFCWCSp'}",['NYC3U8'],"['en', 'Middle', 'Prime']",https://hackmd.io/@coscup/SJQD7QuFA,,,,https://coscup.org/2024/session/73MANP,2024
JCSA9B,qfwnwh,TR512,2024-08-03 11:00:00,2024-08-03 11:30:00,Chinese,"{'title': ""Those things Writer don't tell you"", 'description': '工作上在使用軟體時，總是會遇到問題，但是書本上的作者在介紹功能時卻都沒有提到解決的方法...\r\n和你分享3個生活上的實用小技巧：桌牌的製作、編號的應用及表格的計算...'}","{'title': ""Those things Writer don't tell you"", 'description': '工作上在使用軟體時，總是會遇到問題，但是書本上的作者在介紹功能時卻都沒有提到解決的方法...\r\n和你分享3個生活上的實用小技巧：桌牌的製作、編號的應用及表格的計算...'}",['3KTZCU'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/rk-BZGdFR,,,,https://coscup.org/2024/session/JCSA9B,2024
PJ9QMH,e431ic,RB105,2024-08-03 13:40:00,2024-08-03 14:10:00,Chinese,"{'title': '不開源、不成活：探秘【2023 中國開源年度報告】', 'description': '2023 年是全球科技與開源生態劇變的一年，然而這不能阻擋更多中国国内的開源開發者、項目和企業持續地成長、茁壮、出海，進而探索商业化道路。做為中國最早的全志願者、非營利的開源社區，開源社自 2018 年起，攜手廣大的開源專家、技術媒體及企業的合作夥伴們，共同打造了中國開源年度報告。2023 年報告的深度、廣度乃至於長度都有了大幅提昇。講者將深入淺出地為您勾勒出波瀾壯闊的中國開源運動的過去、現在與未來。'}","{'title': '不開源、不成活：探秘【2023 中國開源年度報告】', 'description': '2023 年是全球科技與開源生態劇變的一年，然而這不能阻擋更多中国国内的開源開發者、項目和企業持續地成長、茁壮、出海，進而探索商业化道路。做為中國最早的全志願者、非營利的開源社區，開源社自 2018 年起，攜手廣大的開源專家、技術媒體及企業的合作夥伴們，共同打造了中國開源年度報告。2023 年報告的深度、廣度乃至於長度都有了大幅提昇。講者將深入淺出地為您勾勒出波瀾壯闊的中國開源運動的過去、現在與未來。'}",['EXVKYY'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/BJDE7XuYA,,,,https://coscup.org/2024/session/PJ9QMH,2024
VSD9GU,jkpcfy,TR412-2,2024-08-04 11:20:00,2024-08-04 11:50:00,Chinese,"{'title': '数字游民在中国大陆的发展 ｜ The development of digital nomads in mainland China', 'description': 'https://idea2app.feishu.cn/docx/U1a8dgmMWoXyGRxBgs5cFgjQnUb\r\n\r\n[Download Slide](https://drive.google.com/file/d/1MzYgJ5xgjjjdWOS99ivnv0xBjt1p1lro/view?usp=sharing)'}","{'title': '数字游民在中国大陆的发展 ｜ The development of digital nomads in mainland China', 'description': 'https://idea2app.feishu.cn/docx/U1a8dgmMWoXyGRxBgs5cFgjQnUb\r\n\r\n[Download Slide](https://drive.google.com/file/d/1MzYgJ5xgjjjdWOS99ivnv0xBjt1p1lro/view?usp=sharing)'}",['M9CHBT'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/BkvHsmdFR,,,,https://coscup.org/2024/session/VSD9GU,2024
JT37PS,7xkods,TR212,2024-08-04 10:00:00,2024-08-04 10:30:00,Chinese,"{'title': 'Distributed Tracing in LINE Taiwan : 大規模分散式追蹤的實踐與挑戰', 'description': '在現代軟體開發和運營中，分散式追蹤已經成為解決複雜系統問題的關鍵工具之一。本演講將聚焦於 LINE 台灣團隊如何應對大規模分散式追蹤所帶來的挑戰，並實踐追蹤技術以確保系統的可靠性和效能。'}","{'title': 'Distributed Tracing in LINE Taiwan: Practices and Challenges of Large-scale Distributed Tracing', 'description': 'In modern software development and operations, distributed tracing has become one of the key tools for addressing complex system issues. This presentation will focus on how the LINE Taiwan team tackles the challenges posed by large-scale distributed tracing and implements tracing techniques to ensure system reliability and performance.'}",['DXNR79'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/HkFdTWdF0,,,,https://coscup.org/2024/session/JT37PS,2024
CNWEC3,jkpcfy,TR412-1,2024-08-04 13:00:00,2024-08-04 13:30:00,Chinese,"{'title': '不需要刻意去成为 CNCF Ambassador', 'description': '本演讲会首先分享 CNCF Ambassador 的意义和大致的评判标准，并且从自身经验来分享如何平滑，非刻意的成为 CNCF Ambassador，包括 如何从新手开始参与开源社区，如何维护开源项目/社区，如何组织一场有趣的活动（例如 KCD）'}","{'title': '不需要刻意去成为 CNCF Ambassador', 'description': '本演讲会首先分享 CNCF Ambassador 的意义和大致的评判标准，并且从自身经验来分享如何平滑，非刻意的成为 CNCF Ambassador，包括 如何从新手开始参与开源社区，如何维护开源项目/社区，如何组织一场有趣的活动（例如 KCD）'}",['9V9M8T'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/r17OsmdFA,,,,https://coscup.org/2024/session/CNWEC3,2024
